title,meal,location,season,speciality,url,text,pubdate,author,veg,vegan,GF
When cold, cut all the flesh from the chicken in nice pieces, measure about 2 cups of the sauce, heat it up. Add the sauce gradually, through a sieve, to the 2 whole beaten eggs and heat the mixture in a double boiler till thick. Pour this sauce over the chicken.",,Time-Life,No,No,Yes

Chicken with Cucumbers,Supper,Wisconsin,summer,No,,"From: Time-Life: Poultry, 1978 (originally: Cuisine et vins de France, Curnonsky)

2 2 to 3 lb chickens, cut into serving pieces
Salt and pepper
10 tbsp butter
Oil
1 lb fresh  mushrooms with the stems removed and the caps quartered
16 boiling onions, finely chopped
6 large, ripe tomatoes, peeled, seeded and chopped
1 cup heavy cream
2 small cucumbers, peeled, halved lengthwise, seeded and trimmed into chunks that resemble olives
Ground thyme
_ tsp finely chopped fresh tarragon

Season the chicken pieces with salt and pper. Heat the butter in a saute pan, add the chicken pieces and cook rapidly until they are golden. Add a little oil if necessary. Remove the pieces and cover with foil to keep them warm. 

Toss the mushrooms briefly in the butter remaining in the pan; remove them also and keep them warm.

Place the onions in the pan, put the hciken pieces on top of them and cover with the mushrooms. Cover the pan with a piece of buttered paper before putting on the lid, so that the cooking will take place in a sealed, moist atmosphere and the onions will not color. Place over low heat.

After 15 minutes, add the tomatoes and adjust the seasoning if necessary. After a further 10 to 12 minutes, add the cream, tilting the pan from side to side to mix in the cream thoroughly. Discard the buttered paper but replace the lid and leave the pan at a slow simmer.

While the dish is cooking, blanch the cucumber pieces in boiling water until they are tender. Drain them and add them to the chicken pieces in the pan.

Now comes the final delicate touch: add a pinch of tyme and the tarragon to the pan and simmer for a few minutes. To serve, arrange the chicken pieces on a warmed platter and pour the contents of the saute pan over them. ",,Time-Life,No,No,Yes
