source_id,registry_id,rcr_name,rcr_street,rcr_city,rcr_state,fac_lat,fac_long,fac_percent_minority,rcra_curr_snc,rcra_curr_compl_status,rcra_qtrs_in_nc,rcra_curr_violation_types,rcra_insp_cnt,rcra_iea_cnt,rcra_last_iea_date,rcra_fea_cnt,fac_map_flg
"FLD982133308","110005272132","HONEYWELL INC","3720 W WATERS AVE","TAMPA","FL",28.024433,-82.502189,61.253,"No","No Violation",0,"NA",0,0,,0,"Y"
"FLD984166942","110007435374","UNITED NUCLEAR CORPORATION","6172 SR 640","MULBERRY","FL",27.846047,-81.949658,44.648,"No","No Violation",0,"NA",2,0,02/10/1989,0,"Y"
"FLD984167791","110000364025","SAFETY-KLEEN SYSTEMS INC","5610 ALPHA DR","BOYNTON BEACH","FL",26.540213,-80.080948,42.987,"No","No Violation",2,"263.A, 264.B, 279.E, NA, XXS",4,0,10/12/1992,0,"Y"
"FLD984171165","110000845337","SAFETY-KLEEN SYSTEMS INC","600 CENTRAL PARK DR","SANFORD","FL",28.806985,-81.317577,47.825,"No","No Violation",0,"NA",2,0,12/17/2007,0,"Y"
"FLD984171694","110000874242","SAFETY-KLEEN SYSTEMS INC","8755 NW 95TH ST","MEDLEY","FL",25.860432,-80.340403,94.727,"No","No Violation",0,"NA",4,0,02/17/1995,0,"Y"
"FLD984178095","110000611507","PINE HILLS ROAD LANDFILL","5103 N PINE HILLS RD","ORLANDO","FL",28.604669,-81.450569,75.133,"No","Noncompliance",3,"NA, PCR",7,0,03/06/2000,0,"Y"
"FLD984206250","110057588141","GILMAN BUILDING PRODUCTS LLC","1509 S BYRON BUTLER PKWY","PERRY","FL",30.10434,-83.59185,35.578,"No","No Violation",0,"NA",0,0,03/09/1999,0,"Y"
"FLD984262782","110013953702","AERC COM INC","4317 FORTUNE PL STE J","WEST MELBOURNE","FL",28.094891,-80.697096,17.464,"No","No Violation",2,"262.B, 262.C, 264.D, 264.E, 265.I, NA, PCR, XXS",3,1,09/11/2013,1,"Y"
"FLR000038539","110005646097","SUN BELT INTERPLEX INC","941 SW 21ST TER","FORT LAUDERDALE","FL",26.11026,-80.1714,68.95,"No","No Violation",0,"NA",0,0,,0,"Y"
"FLR000054353","110005655362","ROVERLAND PARTS","14525 N FLORIDA AVE","TAMPA","FL",28.079382,-82.458641,51.714,"No","No Violation",0,"NA",0,0,,0,"Y"
"FLR000104695","110016741855","FLORIDA TILE CLOSED IMPOUNDMENT","SEC 13 TWSHP 28 RANGE 23 POLK","LAKELAND","FL",28.044317,-81.964406,45.501,"No","No Violation",0,"NA",4,0,,0,"Y"
"GA0210020368","110000588132","U.S. ARMY GARRISON, FORT GORDON","BLDG. 10701, 10TH ST. & BARNES","FORT GORDON","GA",33.395111,-82.160222,51.547,"No","No Violation",6,"262.C, 262.D, 268.E, 273.C, NA, PCR",8,4,11/18/2015,0,"Y"
"GA1570024330","110000700055","ROBINS AIR FORCE BASE","775 MACON STREET","ROBINS AFB","GA",32.61998,-83.58207,63.255,"No","No Violation",1,"262.34(a), 273.C, NA, PCR",7,3,09/30/2015,0,"Y"
"GA4170090001","110000528215","NAVAL SUBMARINE BASE - KINGS BAY","1063 USS TENNESSEE AVENUE","KINGS BAY","GA",30.79525,-81.513556,26.252,"No","No Violation",5,"262.C, NA, PCR, XXS",6,4,12/07/2015,0,"Y"
"GA7170023694","110000360939","MARINE CORPS LOGISTICS BASE","814 RADFORD BOULEVARD","ALBANY","GA",31.55721,-84.055,78.236,"No","No Violation",2,"262.C, 273.B, NA, PCR",5,3,06/23/2014,0,"Y"
"GA8570024606","110000355883","AIR FORCE PLANT 6","86 SOUTH COBB DRIVE, RE3M","MARIETTA","GA",33.901361,-84.512194,64.806,"Yes","Significant Violation",5,"262.C, 265.C, NA, PCR",4,1,12/04/2012,1,"Y"
"GA9210020872","110022863980","FORT STEWART","1550 VETERANS PARKWAY, BLDG. 1137","FORT STEWART","GA",31.88091,-81.60825,54.097,"No","No Violation",10,"262.A, 262.C, 265.B, 265.C, 273.C, NA, PCR, XXS",6,2,11/30/2015,1,"Y"
"GAD000616367","110000611589","MKC ENTERPRISES, INC.","5856 NEW PEACHTREE ROAD","DORAVILLE","GA",33.89865,-84.28409,64.166,"No","No Violation",2,"NA, PCR",5,1,11/24/2014,0,"Y"
"GAD000776781","110000611598","SAFETY-KLEEN SYSTEMS, INC","5217 AUGUSTA ROAD HIGHWAY 21","GARDEN CITY","GA",32.11881,-81.16734,58.147,"No","No Violation",4,"263.A, NA, PCR",7,3,06/15/2015,0,"Y"
"GAD000814541","110013439555","SOUTHWIRE COMPANY ROD MILL (SCRM)","372 CENTRAL ROAD","CARROLLTON","GA",33.557528,-85.062056,41.108,"No","No Violation",0,"NA",15,1,12/30/2011,0,"Y"
"GAD000821934","110000499808","ARCH WOOD PROTECTION INC","1579 KOPPERS ROAD","CONLEY","GA",33.66332,-84.3262,91.489,"No","Noncompliance",12,"261.A, 262.A, 262.C, 264.I, NA, PCR",5,3,02/26/2014,0,"Y"
"GAD003265030","110000880725","YORK CASKET HARDWARE","506 MALTBIE ST","LAWRENCEVILLE","GA",33.965009,-84.004423,59.69,"No","No Violation",8,"NA, PCR, XXS",10,4,02/11/2015,0,"Y"
"GAD003273224","110000357300","BON L MANUFACTURING COMPANY","25 BONNELL ST.","NEWNAN","GA",33.38187,-84.81492,52.096,"No","No Violation",4,"264.F, NA, PCR",8,6,06/10/2015,0,"Y"
"GAD003275468","110000587810","CHEMICAL PRODUCTS CORPORATION","102 OLD MILL ROAD","CARTERSVILLE","GA",34.1512,-84.78801,35.374,"No","No Violation",6,"262.C, 273.B, 279.C, NA, PCR",3,2,11/14/2014,2,"Y"
"GAD003282803","110002082353","GREENFIELD ENV SAVANNAH TRUST LLC (FORMER TRONOX)","1 KERR MCGEE ROAD","SAVANNAH","GA",32.08305,-81.02889,65.606,"Yes","Significant Violation",12,"NA",0,0,09/07/2007,0,"Y"
"GAD003292885","110000621783","AID COMPANY, A DIV OF ROLLER BEARING CO OF AMERICA","250 LAUREL HEIGHTS DR","CLAYTON","GA",34.87777,-83.38626,17.013,"No","Noncompliance",6,"265.D, 279.C, NA, PCR, XXS",7,6,04/28/2016,0,"Y"
"GAD003299526","110000360813","CHEMICAL RESEARCH TECHNOLOGY CO (CRT; FORMERLY ARIZONA CHEMICAL)","1401 EAST HILL AVENUE","VALDOSTA","GA",30.8386,-83.255639,71.681,"No","Noncompliance",6,"262.A, 264.F, 264.H, NA, PCR",5,6,08/10/2016,0,"Y"
"GAD003308145","110009335308","GENERAL ELECTRIC COMPANY","1935 REDMOND CIRCLE","ROME","GA",34.281528,-85.225556,42.27,"No","No Violation",2,"NA, PCR",5,2,06/14/2016,0,"Y"
"GAD003323805","110000357961","WILLIAM C. MEREDITH CO INC","2335 LAWRENCE STREET","EAST POINT","GA",33.690724,-84.440188,88.624,"No","No Violation",2,"NA, PCR",11,2,10/29/2015,0,"Y"
"GAD003324985","110000361000","MERCK SHARP & DOHME CORP., FLINT RIVER PLANT","3517 RADIUM SPRINGS ROAD","ALBANY","GA",31.500833,-84.128333,69.702,"No","No Violation",2,"NA, PCR",4,2,10/29/2015,0,"Y"
"GAD003480530","110000358327","SCOVILL FASTENERS","1802 SCOVILL DRIVE","CLARKESVILLE","GA",34.598333,-83.52435,13.723,"No","No Violation",6,"264.F, NA, PCR",7,4,04/03/2015,0,"Y"
"GAD004065520","110056959055","PINOVA, INC. (FORMERLY HERCULES INCORPORATED)","2801 COOK STREET","BRUNSWICK","GA",31.16485,-81.48002,67.729,"Yes","Significant Violation",12,"262.A, 262.C, 262.D, 264.B, 264.D, 264.F, 264.I, 265.B, 265.D, 265.I, 270.D, 279.C, NA, PCR",15,12,05/09/2016,3,"Y"
"GAD006924872","110064138099","DELTA AIR LINES INC","1775 M.H. JACKSON SERVICE ROAD","ATLANTA","GA",33.64128,-84.41402,86.724,"No","No Violation",3,"262.C, NA, PCR",5,2,03/27/2014,0,"Y"
"GAD010103232","110000611678","XEROX ATLANTA CRC","6077 FULTON INDUSTRIAL BLVD","ATLANTA","GA",33.71858,-84.5878,96.403,"No","No Violation",0,"NA",14,0,03/24/2010,0,"Y"
"GAD040690737","110000359736","OLIN CORPORATION","2402 DOUG BARNARD PARKWAY","AUGUSTA","GA",33.344352,-81.94104,47.178,"No","No Violation",0,"NA",6,0,02/12/2010,0,"Y"
"GAD041013657","110002043949","MOUNT AIRY WOOD PRESERVING","1036 WELCOME HOME ROAD","DEMOREST","GA",34.533559,-83.468973,19.948,"No","Noncompliance",12,"264.F, FEA, NA, PCR",3,2,10/02/2012,0,"Y"
"GAD051011344","110041343089","SIGNAL ENERGY HOLDINGS CORPORATION","7982 HUEY ROAD","DOUGLASVILLE","GA",33.763556,-84.7325,57.633,"Yes","Significant Violation",12,"262.A, 264.A, 264.B, 264.E, 264.F, 264.K, 265.C, 273.B, FEA, NA, PCR, XXS",5,2,12/19/2013,0,"Y"
"GAD051011609","110000359521","FIBRANT, LLC","1472 COLUMBIA NITROGEN ROAD","AUGUSTA","GA",33.44136,-81.93123,80.261,"No","No Violation",9,"262.C, 268.A, 273.B, NA, XXS",9,4,04/29/2016,0,"Y"
"GAD051034387","110000611712","SOUTHERN WOOD PIEDMONT CO","1650 NIXON RD","AUGUSTA","GA",33.42428,-81.99927,71.972,"No","Noncompliance",4,"NA, PCR",12,3,05/31/2016,0,"Y"
"GAD061022216","110013316731","GULFSTREAM AEROSPACE CORPORATION - MAIN","500 GULFSTREAM ROAD","SAVANNAH","GA",32.13589,-81.19449,43.896,"No","Noncompliance",7,"261.A, 262.A, 262.C, 264.B, 264.C, 264.CC, 264.F, 264.I, 265.C, 265.CC, 265.D, 265.I, 273.B, 273.C, 279.C, NA, PCR",11,3,08/12/2015,0,"Y"
"GAD061921052","110000499899","MANOR TIMBER COMPANY, INC","102 BLACK ANKLE ROAD","MANOR","GA",31.055341,-82.603169,34.51,"No","No Violation",5,"262.B, 264.F, 264.H, NA, PCR",8,4,12/03/2015,0,"Y"
"GAD063152573","110000360822","SAFT AMERICA INC","711 GIL HARBIN INDUSTRIAL BLVD","VALDOSTA","GA",30.80266,-83.28763,77.273,"No","No Violation",1,"262.C, 264.I, NA, PCR",5,2,09/03/2014,0,"Y"
"GAD065344301","110042041475","INGERSOLL RAND-SYLVANIA REMEDIATION","400 FRIENDSHIP RD","SYLVANIA","GA",32.75772,-81.62203,57.568,"No","No Violation",1,"NA, PCR",6,2,09/15/2015,0,"Y"
"GAD067560870","110000611730","SOUTHERN WOOD PIEDMONT CO","1745 CONNALLY DR","EAST POINT","GA",33.6912,-84.44485,88.922,"Yes","Significant Violation",12,"NA, PCR",13,0,04/10/2009,0,"Y"
"GAD070330576","110038161645","EXIDE TECHNOLOGIES","3639 JOY ROAD","COLUMBUS","GA",32.436186,-84.933862,82.276,"No","No Violation",5,"262.A, 262.C, 264.B, 264.D, 264.F, 264.I, 268.E, 273.B, 273.C, NA, PCR, XXS",7,6,03/31/2016,0,"Y"
"GAD073460941","110013612457","UNIVERSITY OF GEORGIA","ENVIRONMENTAL SAFETY DIVISION","ATHENS","GA",33.910556,-83.390278,25.977,"Yes","Significant Violation",12,"261.C, 262.A, 262.C, 262.D, 264.A, 264.B, 264.C, 264.E, 264.I, 268.E, 270.A, 270.B, 273.B, 279.C, NA, PCR, XXS",11,4,04/02/2015,0,"Y"
"GAD084914787","110000604597","GEORGIA ATLANTIC PORT LLC","202 OXNARD DR","PORT WENTWORTH","GA",32.146917,-81.14275,45.58,"Yes","Significant Violation",12,"261.A, 261.D, 262.A, 262.B, 262.C, 264.G, 268.C, NA, PCR",4,3,04/17/2014,1,"Y"
"GAD093380814","110042347939","PERMA-FIX OF SOUTH GEORGIA","1612 JAMES P. RODGERS CIR.","VALDOSTA","GA",30.79763,-83.28079,79.731,"No","Noncompliance",12,"262.C, 264.C, 264.E, 264.I, FEA, NA, PCR, XXS",24,4,03/26/2015,3,"Y"
"GAD097392971","110000832948","CITY OF ATLANTA, DEPT OF AVIATION (FRMR NORTHWEST AIRLINES)","1000 INNER LOOP ROAD","ATLANTA","GA",33.62522,-84.42408,91.538,"No","No Violation",1,"NA, PCR",2,1,09/23/2013,0,"Y"
"GAD980709257","110000611776","SAFETY-KLEEN SYSTEMS,INC","6580 HAWKINSVILLE ROAD","MACON","GA",32.72785,-83.65366,29.653,"No","No Violation",0,"NA",6,2,07/29/2013,0,"Y"
"GAD980729974","110058136262","BLUE BIRD CORPORATION","402 BLUE BIRD BLVD","FORT VALLEY","GA",32.561007,-83.880487,83.597,"Yes","Significant Violation",11,"262.A, 262.C, 273.B, 279.C, NA, PCR",16,6,04/06/2016,0,"Y"
"GAD980842777","110000700028","SAFETY-KLEEN SYSTEMS, INC","4800 S OLD PEACHTREE ROAD","NORCROSS","GA",33.966724,-84.191012,62.523,"Yes","Significant Violation",7,"262.B, 262.C, 264.B, 273.B, 279.C, FSS, NA, PCR",8,2,05/23/2014,0,"Y"
"GAD980843155","110000611785","EXCALIBUR REALTY","1219 OLD CLYATTVILLE ROAD","VALDOSTA","GA",30.80988,-83.28756,70.385,"No","No Violation",8,"NA, PCR",6,3,10/17/2014,0,"Y"
"GAD981027055","110000880716","PHIBRO-TECH INC","4080 INDUSTRY ROAD","POWDER SPRINGS","GA",33.853942,-84.649281,65.33,"No","No Violation",3,"NA, PCR",25,1,12/23/2013,0,"Y"
"GAD981235294","110000360760","UNION CARBIDE CORP WOODBINE","5954 HARRIETTS BLUFF RD","WOODBINE","GA",30.942306,-81.525611,0,"No","No Violation",3,"NA, PCR",15,2,04/01/2016,0,"Y"
"GAD981237225","110003603459","AZS CORPORATION","762 MARIETTA BLVD","ATLANTA","GA",33.77561,-84.42606,68.542,"Yes","Significant Violation",12,"NA",5,0,03/29/2011,0,"Y"
"GAD981265424","110000788933","SAFETY-KLEEN SYSTEMS, INC","7027 COMMERCIAL DRIVE","MORROW","GA",33.56338,-84.34132,81.868,"No","Noncompliance",7,"262.A, 262.C, 264.B, 264.C, NA, PCR",6,2,12/08/2015,0,"Y"
"GAD981268295","110000700046","PYROTECHNIC SPECIALTIES, INC.","1661 JUNIPER CREEK ROAD","BYRON","GA",32.67245,-83.78889,19.473,"No","No Violation",0,"NA",0,0,06/11/2004,0,"Y"
"GAD981270416","110000611838","WOODBURY BOX CO INC","205 MAIN ST","WOODBURY","GA",32.984337,-84.580217,55.602,"No","No Violation",0,"NA",2,0,10/01/2010,0,"Y"
"GAD991275900","110000611865","CSX TRANSPORTATION INC","1100 WEST HAMILTON AVENUE","WAYCROSS","GA",31.198778,-82.364611,50.481,"No","No Violation",2,"265.D, 273.C, NA",5,3,01/13/2015,0,"Y"
"GU5170022680","110025335527","NAVAL FACILITIES ENGINEERING COMMAND MARIANAS","BLDG 1790 CONNELLEE LANE","SANTA RITA","GU",13.419606,144.673653,0,"No","Noncompliance",12,"262.C, 262.F, NA",7,1,08/07/2014,0,"Y"
"GU6170027316","110033146575","USDLA DRMO GUAM","SUMAY DRIVE DRMO NAVACTS","AGANA","GU",13.422708,144.656553,0,"No","No Violation",0,"NA",0,0,07/31/1997,0,"Y"
"GU6571999519","110022811778","U.S.A.F. ANDERSEN AIR FORCE BASE","BLDG 19017 ARC LIGHT BLVD","YIGO","GU",13.57291,144.89736,0,"No","No Violation",0,"NA",6,1,10/18/2013,0,"Y"
"GUT000010009","110040841462","TRISTAR TERMINALS GUAM INC","RTE 2A GUAM INDUSTRIAL WY","AGAT","GU",13.419802,144.690156,0,"No","No Violation",0,"NA",0,0,06/18/1992,0,"Y"
"HI1170024334","110022302417","NAVY REGION HAWAII - JOINT BASE PEARL HARBOR-HICKAM","850 TICONDEROGA STREET","JOINT BASE PEARL HARBOR-H","HI",21.348494,-157.943989,75.357,"Yes","Significant Violation",9,"262.A, 262.C, 270.A, 273.C, 279.C, NA",4,3,06/06/2016,0,"Y"
"HI6170024339","110046184516","PEARL HARBOR NAVAL SHIPYARD AND INTERMEDIATE MAINTENANCE FACILITY","667 SAFEGUARD ST SUITE 100","JBPHH","HI",21.3525,-157.958139,71.169,"No","No Violation",7,"262.A, 262.C, 265.C, 265.I, 270.A, 279.C, FSS, NA",7,4,10/06/2015,0,"Y"
"HI9170090006","110013768690","NAVY REGION HAWAII - WEST LOCH","WEST LOCH, NAVAL MAGAZINE PEAR","EWA BEACH","HI",21.420447,-158.137099,92.2,"No","No Violation",1,"262.B, NA",1,1,12/02/2013,0,"Y"
"HID056786395","110000486322","PAR HAWAII REFINING, LLC","91-325 KOMOHANA ST","KAPOLEI","HI",21.304371,-158.0937,83.484,"No","No Violation",0,"NA",1,1,07/19/2013,0,"Y"
"HID982516775","110013791600","HAWAIIAN WESTERN STEEL WASTEPI","MALAKOLE RD AND HANUA ST","EWA BEACH","HI",21.309147,-158.102783,80.87,"Yes","Significant Violation",12,"NA",0,0,,1,"Y"
"HIR000143784","110069460041","ALBERT'S DRY CLEANER OLIVE AVE WAREHOUSE","410 OLIVE AVENUE","WAHIAWA","HI",21.49428,-158.02972,,"No","No Violation",0,"NA",0,0,,0,"Y"
"HIT160010005","110000486304","CHEVRON HAWAII REFINERY","91-480 MALAKOLE STREET","KAPOLEI","HI",21.309854,-158.111997,72.561,"No","No Violation",0,"NA",2,1,11/19/2012,0,"Y"
"IA0000064741","110000612105","AMUSEMENTS UNLIMITED INC","208 W 1ST ST","SCHALLER","IA",42.49982,-95.29062,10.858,"No","Noncompliance",12,"262.C, NA",0,0,08/10/1998,0,"Y"
"IA7213820445","110041994973","IOWA ARMY AMMUNITION PLANT","17571 DMC HWY 79","MIDDLETOWN","IA",40.80833,-91.24666,5.45,"No","Noncompliance",6,"262.C, 265.I, 273.B, 279.C, NA",4,3,12/01/2014,0,"Y"
"IAD005103882","110014378878","MCDONALD AY DISPOSAL SITE - FORMER SITE OF","12TH & 14TH ST","DUBUQUE","IA",42.546544,-90.695396,9.132,"No","No Violation",0,"NA",1,0,01/04/2011,0,"Y"
"IAD005136023","110013331983","HENNIGES AUTOMOTIVE IOWA INC","3200 MAIN ST","KEOKUK","IA",40.415833,-91.404167,8.642,"No","Noncompliance",12,"262.C, 264.H, 265.I, NA",0,0,11/29/2010,0,"Y"
"IAD005275540","110000413712","ZOETIS LLC","2000 ROCKFORD RD","CHARLES CITY","IA",43.055278,-92.668611,2.621,"No","No Violation",0,"NA",1,1,08/08/2012,0,"Y"
"IAD005278882","110000611954","CEDAR LAND LLC","930 27TH AVE SW","CEDAR RAPIDS","IA",41.9521,-91.68175,16.411,"No","No Violation",0,"NA",0,0,05/12/1988,0,"Y"
"IAD005285689","110016950851","WHIRLPOOL NEWTON LAUNDRY PLANT 2","927 N 19TH AVE E","NEWTON","IA",41.71712,-93.04058,4.341,"No","No Violation",0,"NA",0,0,07/16/2001,0,"Y"
"IAD005307459","110000748362","ASSA ABLOY INTEGRATED PRODUCTS GROUP","1600 12TH ST NE","MASON CITY","IA",43.163017,-93.173488,9.199,"No","No Violation",0,"NA",0,0,03/15/1995,0,"Y"
"IAD022096028","110000415961","QUAD CITY DRUM RECYCLING COMPANY/R V HOPKINS INC","743 SCHMIDT RD","DAVENPORT","IA",41.51168,-90.60758,32.466,"No","Noncompliance",12,"262.A, 273.B, 279.C, NA",2,2,12/05/2012,0,"Y"
"IAD041103193","110064137900","FRIT INDUSTRIES INC","2089 13TH ST N","HUMBOLDT","IA",42.745269,-94.226354,6.517,"No","No Violation",0,"NA",0,0,02/17/2009,0,"Y"
"IAD041391772","110000700082","CYPRUS SPECIALTY METALS CO/ROQUETTE AMERICA RAILWAY INC/KEOKUK CITY OF","2301 TWIN RIVERS DR","KEOKUK","IA",40.384948,-91.413468,8.289,"No","No Violation",2,"264.H, NA",0,0,08/28/2008,0,"Y"
"IAD045372836","110012169517","EQUISTAR CHEMICALS LP","3400 ANAMOSA RD","CLINTON","IA",41.807364,-90.295307,4.287,"No","Noncompliance",12,"264.H, 268.A, NA, PCR",1,1,09/17/2015,1,"Y"
"IAD047303771","110000611972","COLLIS INC","2005 S 19TH ST","CLINTON","IA",41.826667,-90.230278,10.777,"No","No Violation",2,"NA",0,0,09/15/2010,2,"Y"
"IAD052437019","110000700091","JOHNSTON INDUSTRIES DE WITT PLANT - FORMER SITE OF","112 3RD AVE E","DE WITT","IA",41.815403,-90.52923,3.877,"No","No Violation",0,"NA",0,0,08/07/1998,0,"Y"
"IAD054758958","110000916732","US NAMEPLATE COMPANY","2100 HWY 30 W","MOUNT VERNON","IA",41.917216,-91.443038,5.24,"No","Noncompliance",12,"262.B, 262.C, 262.D, 265.B, 268.A, 273.B, NA",1,0,10/23/2003,0,"Y"
"IAD065218737","110018868732","WELLMAN DYNAMICS","1746 COMMERCE RD","CRESTON","IA",41.050461,-94.340034,5.144,"No","No Violation",3,"265.C, 265.H, NA",1,3,06/07/2016,0,"Y"
"IAD065228009","110000916714","CARROLL COOLERS INC","19705 HWY 30 W","CARROLL","IA",42.07861,-94.90374,4.679,"No","No Violation",0,"NA",0,0,09/20/2001,0,"Y"
"IAD075848085","110009362732","BLACK HAWK COUNTY LANDFILL","1509 E WASHBURN","WATERLOO","IA",42.41588,-92.32885,6.089,"No","Noncompliance",12,"264.F, 264.H, NA, PCR",1,2,11/19/2014,0,"Y"
"IAD083489773","110000612016","SAFETY-KLEEN SYSTEMS INC - FORMER SITE OF","5318 NW 111 DR","GRIMES","IA",41.65717,-93.77157,9.375,"No","No Violation",0,"NA",0,0,09/30/2009,0,"Y"
"IAD098027592","110000415998","SAFETY-KLEEN SYSTEMS INC","3035 W 73RD ST","DAVENPORT","IA",41.59491,-90.62009,22.38,"No","No Violation",0,"NA",3,1,08/16/2012,0,"Y"
"IAD156146532","110000916723","DAVE HEISTERKAMP AIRCRAFT  - FORMER SITE","22429 235TH ST","ONAWA","IA",42.013992,-96.108451,4.679,"No","No Violation",0,"NA",0,0,04/17/2001,0,"Y"
"IAD981711807","110000612043","CLOW VALVE CO","2480 NORWALK CIR","OSKALOOSA","IA",41.310803,-92.598368,7.56,"No","No Violation",3,"265.H, NA",0,1,06/18/2014,0,"Y"
"IAD981718000","110005980527","SAFETY-KLEEN SYSTEMS INC","4704 NE 22ND ST","DES MOINES","IA",41.64562,-93.58206,25.49,"No","No Violation",0,"NA",2,1,12/06/2012,0,"Y"
"IAD984566133","110000612052","DUANE ARNOLD ENERGY CENTER","3277 DAEC RD","PALO","IA",42.09704,-91.78253,2.417,"No","No Violation",2,"264.H, NA",2,2,01/23/2013,0,"Y"
"IAD984590026","110000612061","DECISION MARK","818 DOWS RD SE","CEDAR RAPIDS","IA",41.97738,-91.56759,8.852,"No","No Violation",0,"NA",0,0,01/12/1995,0,"Y"
"IAR000003145","110000612070","FIBERDYNE INC - FORMER SITE OF","2816 W 1ST ST","CEDAR FALLS","IA",42.54116,-92.47983,7.583,"No","No Violation",0,"NA",0,0,08/07/1998,0,"Y"
"IAR000003152","110000916830","FIBERDYNE INC - FORMER SITE OF","29582 HWY 57","NEW HARTFORD","IA",42.56544,-92.64105,1.883,"No","No Violation",0,"NA",0,0,08/10/1998,0,"Y"
"IAR000005280","110000612089","HOLMS RADIATOR CO - FORMER SITE OF","2025 EASTON BLVD","DES MOINES","IA",41.603418,-93.582076,37.55,"No","No Violation",0,"NA",0,0,,0,"Y"
"IAR000005876","110041994973","ADVANCED ENVIRONMENTAL TECHNOLOGY","17575 HWY 79","MIDDLETOWN","IA",40.80833,-91.24666,5.45,"No","No Violation",1,"262.A, NA",4,2,03/16/2015,0,"Y"
"IAT200010916","110000868357","UNIVAR USA INC","CASH & SILVER STS","BURLINGTON","IA",40.828509,-91.151316,14.031,"No","No Violation",2,"265.H, NA",0,1,06/05/2014,0,"Y"
"IAT200010924","110064296818","UNIVERSITY OF IOWA - OAKDALE WTSD FACILITY","2260 OLD FARMSTEAD RD","CORALVILLE","IA",41.70446,-91.60506,19.505,"No","Noncompliance",6,"262.C, 265.I, 273.B, NA",5,4,08/22/2016,0,"Y"
"ID3572124557","110022448298","US DOD AFB MOUNTAIN HOME","1030 LIBERATOR ST BLDG 1297","MOUNTAIN HOME AFB","ID",43.04805,-115.8647,29.473,"No","No Violation",6,"262.A, 268.A, 268.D, 270.A, NA, PCR",2,0,06/15/2000,0,"Y"
"ID4890008952","110061007823","US DOE INL (IDAHO NATIONAL LABORATORY)","INL RESERVATION","SCOVILLE","ID",43.52938,-112.9435,0,"Yes","Significant Violation",12,"264.B, 265.J, 270.C, 273.C, NA, PCR",11,6,03/17/2015,2,"Y"
"IDD000466888","110000468351","NU WEST INDUSTRIES INC DBA AGRIUM","3010 CONDA RD","SODA SPRINGS","ID",42.739417,-111.541421,2.564,"Yes","Significant Violation",12,"NA",4,0,06/09/2010,0,"Y"
"IDD000602631","110000612123","PACIFICORP","2200 LESLIE AVE","IDAHO FALLS","ID",43.478286,-112.046045,17.342,"No","No Violation",0,"NA",6,0,10/29/1994,0,"Y"
"IDD000641944","110000773280","TESORO LOGISTICS BOISE TERMINAL","201 N PHILLIPPI ST","BOISE","ID",43.607323,-116.251107,18.004,"Yes","Significant Violation",12,"262.A, 268.A, 270.A, NA",2,1,03/14/2013,1,"Y"
"IDD000773952","110001147946","US ECOLOGY IDAHO INC SITE A","HIGHWAY 51","BRUNEAU","ID",42.669278,-115.864633,30,"No","No Violation",0,"NA",4,0,12/19/1994,0,"Y"
"IDD009061714","110042072299","POLES INC","400 E FIRST ST","OLDTOWN","ID",48.18064,-117.03853,8.474,"Yes","Significant Violation",12,"270.A, NA",4,0,10/29/2007,0,"Y"
"IDD047111018","110000700144","PRESSURE TREATED TIMBER CO","3200 W GOWEN RD","BOISE","ID",43.552,-116.21801,15.255,"No","Noncompliance",12,"264.F, NA",3,0,02/23/2009,0,"Y"
"IDD070929518","110000773262","FMC IDAHO LLC","1223 E COUNTY RD HWY 30 W","POCATELLO","ID",42.90111,-112.5225,11.861,"No","No Violation",1,"262.D, NA",4,1,08/19/2015,0,"Y"
"IDD073114654","110046358133","US ECOLOGY IDAHO SITE B","20400 LEMLEY RD","GRAND VIEW","ID",43.0654,-116.26409,8.696,"No","No Violation",2,"264.C, NA, PCR",72,2,02/11/2016,0,"Y"
"IDD980976831","110057943999","WABTEC MOTIVEPOWER","4600 APPLE ST","BOISE","ID",43.558921,-116.169037,14.637,"No","No Violation",5,"262.C, 265.I, NA, PCR",4,2,06/30/2015,1,"Y"
"IDD981770498","110000612132","SAFETY-KLEEN SYSTEMS INC NB","6334 SUPPLY WAY","BOISE","ID",43.54532,-116.182234,14.502,"No","No Violation",1,"NA, PCR",5,2,04/17/2014,0,"Y"
"IL0000060392","110000700288","NORTH BRANCH CHICAGO RIV RESERVIOR 29A","110 PFINGSTEN RD","NORTHBROOK","IL",42.151355,-87.84822,11.787,"No","No Violation",0,"NA",1,0,,0,"Y"
"IL3890008946","110041963168","ARGONNE NATIONAL LABORATORY","9700 S CASS AVE BLDG 306","ARGONNE","IL",41.71405,-87.98752,26.578,"No","No Violation",2,"279.C, NA",8,1,06/06/2016,0,"Y"
"IL5210021833","110043808993","ROCK ISLAND ARSENAL","1 RODMAN AVE IMRI-PW","ROCK ISLAND","IL",41.518133,-90.540135,28.036,"No","No Violation",6,"262.C, 264.A, 264.J, FSS, NA",3,2,01/08/2015,0,"Y"
