rcra,Year,exporter_key,exporter_name,exporter_address,exporter_city,exporter_state,exporter_country,exporterLAT,exporterLONG,un,hazWasteDesc,units_final,phase,totalQuantityinShipment,mgmt,ExpectedManagementMethod,ReceivingFacilityEPAIDNumber,importer_name,importer_address,importer_city,importer_state,receivingfacilityzipcode,input,filename,latitude,longitude
000494552 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN1954,"Compressed gas, flammable, n.o.s.",l,liquids,5,,Not available,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494552 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN1954,"Compressed gas, flammable, n.o.s.",l,liquids,100,,Not available,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494552 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN1954,"Compressed gas, flammable, n.o.s.",l,liquids,1,,Not available,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494552 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN3109,"Organic peroxide type F, liquid",l,liquids,20,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494552 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN2929,"Toxic liquids, flammable, organic, n.o.s.",l,liquids,2,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494552 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN1935,"Cyanide solutions, n.o.s.",l,liquids,100,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494552 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN2810,"Toxic, liquids, organic, n.o.s.",l,liquids,100,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494552 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN2810,"Toxic, liquids, organic, n.o.s.",l,liquids,5,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494557 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN2845,"Pyrophoric liquids, organic, n.o.s.",l,liquids,30,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494557 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN2810,"Toxic, liquids, organic, n.o.s.",l,liquids,5,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494557 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN1993,"Flammable liquids, n.o.s.",l,liquids,300,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494557 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN2924,"Flammable liquids, corrosive, n.o.s.",l,liquids,30,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494557 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN1992,"Flammable liquids, toxic, n.o.s.",l,liquids,20,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494557 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN1992,"Flammable liquids, toxic, n.o.s.",l,liquids,80,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494557 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN1935,"Cyanide solutions, n.o.s.",l,liquids,100,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494557 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN3109,"Organic peroxide type F, liquid",l,liquids,20,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494557 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN2845,"Pyrophoric liquids, organic, n.o.s.",l,liquids,20,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494557 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN2922,"Corrosive liquids, toxic, n.o.s.",l,liquids,30,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494557 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN2922,"Corrosive liquids, toxic, n.o.s.",l,liquids,100,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494567 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN2810,"Toxic, liquids, organic, n.o.s.",l,liquids,100,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494567 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN2683,Ammonium sulfide solution,l,liquids,5,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494567 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN1935,"Cyanide solutions, n.o.s.",l,liquids,5,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494567 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN1935,"Cyanide solutions, n.o.s.",l,liquids,400,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494567 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN2845,"Pyrophoric liquids, organic, n.o.s.",l,liquids,8,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494567 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN1164,Dimethyl sulfide,l,liquids,1,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000494571 FLE,2007,E8A0001,CLEAN HARBORS INC,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.06098,-79.20001,UN2845,"Pyrophoric liquids, organic, n.o.s.",l,liquids,3,H040,Incineration,TXD055141378,CLEAN HARBORS INC,2027 BATTLEGROUND ROAD,LA PORTE,TX,77571,Maira,,29.6941654,-95.0923502
000474003 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN3139,"Oxidizing liquid, n.o.s.",l,liquids,10,H141,Off site treatment,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000474003 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1993,"Flammable liquids, n.o.s.",l,liquids,150,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000474003 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1992,"Flammable liquids, toxic, n.o.s.",l,liquids,300,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000474003 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1993,"Flammable liquids, n.o.s.",l,liquids,150,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000474003 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1760,"Corrosive liquids, n.o.s.",l,liquids,450,H141,Off site treatment,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000474003 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1993,"Flammable liquids, n.o.s.",l,liquids,6300,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000474003 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN2810,"Toxic, liquids, organic, n.o.s.",l,liquids,120,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000474003 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN2902,"Pesticides, liquid, toxic, n.o.s.",l,liquids,1050,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000474003 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1760,"Corrosive liquids, n.o.s.",l,liquids,1050,H141,Off site treatment,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000474132 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN3139,"Oxidizing liquid, n.o.s.",l,liquids,20,,Not available,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000474132 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN3148,"Water-reactive liquid, n.o.s.",l,liquids,20,,Not available,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000474132 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN3098,"Oxidizing liquid, corrosive, n.o.s.",l,liquids,20,,Not available,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475539 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN2014,"Hydrogen peroxide, aqueous solutions with more than 40 percent but not more than 60 percent hydrogen peroxide (stabilized as necessary)",l,liquids,400,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475539 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN2810,"Toxic, liquids, organic, n.o.s.",l,liquids,400,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475539 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,100,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475539 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,300,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475539 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1993,"Flammable liquids, n.o.s.",l,liquids,300,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475539 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN3264,"Corrosive liquid, acidic, inorganic, n.o.s.",l,liquids,300,H141,Off site treatment,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475539 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN3264,"Corrosive liquid, acidic, inorganic, n.o.s.",l,liquids,100,H141,Off site treatment,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475541 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1992,"Flammable liquids, toxic, n.o.s.",l,liquids,400,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475541 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,20,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475541 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1993,"Flammable liquids, n.o.s.",l,liquids,200,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475543 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN3082,"Environmentally hazardous substances, liquid, n.o.s.",l,liquids,100,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475543 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1805,Phosphoric acid solution,l,liquids,100,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475543 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,100,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475543 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN2031,"Nitric acid other than red fuming, with at least 65 percent, but  not more than 70 percent nitric acid",l,liquids,20,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475545 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1993,"Flammable liquids, n.o.s.",l,liquids,100,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475545 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN3264,"Corrosive liquid, acidic, inorganic, n.o.s.",l,liquids,10,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475545 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1780,Fumaryl chloride,l,liquids,10,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475545 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN3139,"Oxidizing liquid, n.o.s.",l,liquids,60,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475545 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN2206,"Isocyanates, toxic, n.o.s. or   Isocyanate solutions, toxic, n.o.s., flash point more than 61 degrees C and boiling point less than 300 degrees C",l,liquids,100,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475545 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN3149,"Hydrogen peroxide and peroxyacetic acid mixtures, stabilized with acids, water and not more than 5 percent peroxyacetic acid",l,liquids,300,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475546 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1993,"Flammable liquids, n.o.s.",l,liquids,1100,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475546 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN3175,"Solids containing flammable liquid, n.o.s.",l,liquids,10,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475547 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1805,Phosphoric acid solution,l,liquids,100,H141,Off site treatment,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475547 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1805,Phosphoric acid solution,l,liquids,200,H141,Off site treatment,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475547 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN3149,"Hydrogen peroxide and peroxyacetic acid mixtures, stabilized with acids, water and not more than 5 percent peroxyacetic acid",l,liquids,100,H141,Off site treatment,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475547 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN3105,"Organic peroxide type D, liquid",l,liquids,400,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475547 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1760,"Corrosive liquids, n.o.s.",l,liquids,100,H141,Off site treatment,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475547 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN2031,"Nitric acid other than red fuming, with at least 65 percent, but  not more than 70 percent nitric acid",l,liquids,400,H141,Off site treatment,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475547 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1780,Fumaryl chloride,l,liquids,100,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475547 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1805,Phosphoric acid solution,l,liquids,60,H141,Off site treatment,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475547 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1760,"Corrosive liquids, n.o.s.",l,liquids,1100,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475547 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1760,"Corrosive liquids, n.o.s.",l,liquids,100,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475547 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1993,"Flammable liquids, n.o.s.",l,liquids,700,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475547 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1760,"Corrosive liquids, n.o.s.",l,liquids,400,H141,Off site treatment,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475549 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN3096,"Corrosive solids, water-reactive, n.o.s.",l,liquids,10,H141,Off site treatment,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
000475549 FLE,2007,E2A6647,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,UN1993,"Flammable liquids, n.o.s.",l,liquids,200,H040,Incineration,ARD069748192,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,AR,71730,Maira,,33.2065288,-92.6290289
